,variant,count,cumcount
674,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'O', 'N', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,644
675,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'Q', 'B', 'E')",1,645
676,"('A', 'C', 'A', 'B', 'F', 'R', 'E', '?')",1,646
677,"('A', 'A', 'C', 'A', 'B', 'B', 'B', 'A', 'O', 'B', 'B', 'E')",1,647
678,"('A', 'C', 'A', 'B', 'B', 'B', 'N', 'I', 'B', 'B', 'B', 'E')",1,648
680,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'F', 'B', 'B', 'B', 'E')",1,649
668,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,650
681,"('A', 'A', 'C', 'A', 'B', 'B', 'B', 'A', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,651
682,"('A', 'C', 'B', 'B', 'B', 'A', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'H', 'E', '?')",1,652
683,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'T', 'B', 'B', 'B', 'F', 'B', 'B', 'B', 'F', 'B', 'B', 'E', '?')",1,653
684,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'I', 'B', 'B', 'E', '?')",1,654
685,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'Q', 'B', 'B', 'B', 'B', 'E')",1,655
686,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'O', 'B', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'F', 'B', 'B', 'O', 'B', 'B', 'B', 'B', 'E', '?')",1,656
687,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'I', 'B', 'B', 'E')",1,657
688,"('A', 'C', 'A', 'B', 'B', 'R', 'B', 'E', '?')",1,658
689,"('A', 'A', 'C', 'A', 'B', 'B', 'B', 'A', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,659
669,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'G', 'Q', 'B', 'B', 'B', 'B', 'E')",1,660
667,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'H', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'H', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,661
644,"('A', 'C', 'A', 'B', 'B', 'B', 'G', 'I', 'B', 'B', 'E', '?')",1,662
654,"('A', 'B', 'B', 'B', 'C', 'A', 'A', 'G', 'F', 'A', 'E')",1,663
645,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'B', 'B', 'D', 'B', 'B', 'E')",1,664
646,"('A', 'B', 'B', 'B', 'C', 'A', 'A', 'A', 'O', 'B', 'B', 'E')",1,665
647,"('B', 'A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'F', 'B', 'B', 'E', '?')",1,666
648,"('A', 'B', 'B', 'B', 'C', 'A', 'A', 'A', 'G')",1,667
649,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'O', 'B', 'B', 'E', '?')",1,668
650,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'B', 'B', 'O', 'E')",1,669
651,"('L', 'C', 'L', 'L', 'L', 'B', 'B', 'B', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'M', 'B', 'B', 'E', '?')",1,670
652,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'G', 'I', 'B', 'B', 'E', '?')",1,671
653,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'O', 'B', 'B', 'B', 'B', 'E', '?')",1,672
655,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'I', 'B', 'B', 'E', '?')",1,673
666,"('A', 'C', 'A', 'B', 'B', 'A', 'A', 'S', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,674
656,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,675
657,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'O', 'F', 'B', 'B', 'E')",1,676
658,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'R', 'O', 'B', 'B', 'B', 'B', 'B', 'E')",1,677
659,"('A', 'C', 'A', 'B', 'B', 'B', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,678
660,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'G', 'O', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,679
661,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'R', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,680
662,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'R', 'F', 'B', 'B', 'E')",1,681
663,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'O', 'B', 'B', 'B', 'B', 'O', 'B', 'B', 'F', 'B', 'B', 'E')",1,682
664,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'R', 'B', 'H', 'B', 'B', 'E')",1,683
424,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'U', 'B', 'B', 'B', 'B', 'E', '?')",1,684
394,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'I', 'B', 'B', 'A', 'E', '?')",1,685
422,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'J', 'F', 'E')",1,686
141,"('A', 'C', 'B', 'B', 'B', 'P', 'A', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'H', 'B', 'B', 'E')",1,687
144,"('A', 'C', 'A', 'B', 'B', 'U', 'E')",1,688
145,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'Q', 'B', 'B', 'E', '?')",1,689
146,"('A', 'B', 'B', 'B', 'C', 'A', 'A', 'A', 'O', 'B', 'B', 'B', 'B', 'E')",1,690
147,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'Q', 'F', 'B', 'B', 'E')",1,691
149,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'B', 'B', 'B', 'B', 'E')",1,692
150,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'G', 'O', 'B', 'B', 'B', 'E', '?')",1,693
151,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'F', 'B', 'B', 'E')",1,694
152,"('L', 'B', 'B', 'B', 'C', 'L', 'L', 'F', 'E')",1,695
153,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'F', 'E')",1,696
155,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'V', 'O', 'B', 'B', 'B', 'E')",1,697
156,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'F', 'I', 'B', 'B', 'N', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,698
157,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'Q', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,699
158,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'O', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,700
159,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'F', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,701
160,"('L', 'C', 'L', 'B', 'B', 'B', 'L', 'L', 'G', 'O', 'F', 'B', 'B', 'B', 'B', 'B', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'F', 'B', 'B', 'B', 'E', '?')",1,702
161,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'H', 'E')",1,703
162,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'H', 'B', 'B', 'B', 'E', '?')",1,704
163,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'B', 'B', 'A')",1,705
164,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'Q', 'B', 'B', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,706
142,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'B', 'N', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'N', 'Q', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,707
140,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,708
166,"('A', 'C', 'A', 'B', 'B', 'A', 'A', 'I', 'B', 'B', 'B', 'E')",1,709
139,"('A', 'C', 'A', 'B', 'B', 'B', 'I', 'B', 'B', 'B', 'J', 'B', 'B', 'B', 'E')",1,710
114,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'K', 'B', 'B', 'M', 'B', 'E')",1,711
116,"('L', 'C', 'L', 'B', 'B', 'K', 'M', 'B', 'B', 'E')",1,712
117,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'I', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'N', 'E')",1,713
118,"('A', 'C', 'A', 'A', 'B', 'B', 'A', 'O', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,714
119,"('A', 'C', 'A', 'B', 'B', 'H', 'B', 'E')",1,715
120,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'B', 'B', 'E', '?')",1,716
121,"('L', 'C', 'L', 'B', 'B', 'B', 'M', 'E', '?')",1,717
122,"('A', 'B', 'B', 'B', 'C', 'A', 'A', 'A', 'U', 'B', 'B', 'E', '?')",1,718
123,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'I', 'N', 'B', 'B', 'E', '?')",1,719
127,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'F', 'B', 'B', 'O', 'B', 'B', 'E', '?')",1,720
128,"('A', 'C', 'B', 'B', 'A', 'A', 'B', 'A', 'I', 'B', 'B', 'B', 'B', 'E')",1,721
129,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'B', 'B', 'F', 'B', 'B', 'E')",1,722
130,"('A', 'A', 'C', 'A', 'A', 'B', 'B', 'B', 'F', 'F', 'B', 'B', 'B', 'B', 'E')",1,723
131,"('A', 'C', 'A', 'B', 'B', 'B', 'J', 'R', 'E')",1,724
133,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'G', 'B', 'B', 'F', 'E')",1,725
134,"('B', 'B', 'A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'I', 'B', 'E')",1,726
135,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'S', 'B', 'O', 'B', 'B', 'E')",1,727
136,"('A', 'C', 'A', 'B', 'B', 'A', 'A', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'O', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,728
138,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'F', 'B', 'B', 'B', 'E', '?')",1,729
165,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'V', 'O', 'B', 'B', 'B', 'B', 'B', 'W', 'O', 'B', 'Q', 'B', 'B', 'B', 'B', 'E')",1,730
167,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'K', 'B', 'B', 'B', 'M', 'A', 'B', 'B', 'E', '?')",1,731
218,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'U', 'M', 'B', 'B', 'B', 'B', 'E', '?')",1,732
195,"('A', 'C', 'A', 'B', 'B', 'B', 'O', 'B', 'B', 'B', 'B', 'E')",1,733
197,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'S', 'B', 'B', 'O', 'B', 'B', 'B', 'B', 'E', '?')",1,734
198,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'R', 'F', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,735
199,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'O', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,736
200,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'H', 'B', 'B', 'E')",1,737
201,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'O', 'B', 'B', 'E')",1,738
202,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'M', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,739
203,"('A', 'B', 'B', 'B', 'C', 'A', 'A', 'A', 'O', 'B', 'B', 'E', '?')",1,740
204,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'O', 'E', '?')",1,741
205,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'R', 'B', 'B', 'E')",1,742
207,"('A', 'C', 'A', 'B', 'B', 'G', 'R', 'E', '?')",1,743
208,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'O', 'B', 'B', 'B', 'B', 'E')",1,744
209,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'I', 'A', 'B', 'B', 'B', 'B', 'E')",1,745
210,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'T', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,746
211,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'V', 'E')",1,747
212,"('A', 'C', 'A', 'B', 'B', 'Q', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,748
213,"('A', 'C', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'A', 'A', 'O', 'B', 'E')",1,749
214,"('B', 'A', 'C', 'A', 'B', 'B', 'B', 'A', 'K', 'O', 'B', 'E')",1,750
215,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'O', 'E', '?')",1,751
216,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'G', 'B', 'B', 'B', 'F', 'B', 'B', 'B', 'B', 'E', '?')",1,752
196,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'Q', 'B', 'B', 'B', 'B', 'B', 'B', 'F', 'B', 'B', 'E', '?')",1,753
194,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'N', 'B', 'B', 'B', 'B', 'B', 'I', 'E')",1,754
168,"('A', 'C', 'A', 'B', 'B', 'F', 'B', 'B', 'E', '?')",1,755
192,"('A', 'C', 'B', 'B', 'B', 'A', 'N', 'E')",1,756
170,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'M', 'B', 'B', 'B', 'B', 'E', '?')",1,757
171,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'B', 'B', 'B')",1,758
172,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'G', 'B', 'B', 'O', 'A', 'B', 'B', 'B', 'B', 'E', '?')",1,759
173,"('A', 'C', 'B', 'B', 'B', 'A', 'I', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,760
174,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'F', 'E')",1,761
176,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'F', 'B', 'B', 'A')",1,762
177,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'O', 'B', 'B', 'B', 'E', '?')",1,763
178,"('L', 'C', 'L', 'B', 'B', 'B', 'L', 'M', 'B', 'B', 'B', 'E', '?')",1,764
179,"('A', 'C', 'A', 'B', 'B', 'B', 'M', 'B', 'B', 'B', 'V', 'M', 'E')",1,765
180,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'T', 'B', 'B', 'E', '?')",1,766
182,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,767
183,"('A', 'C', 'A', 'B', 'B', 'B', 'T', 'B', 'B', 'H', 'E')",1,768
184,"('A', 'C', 'A', 'B', 'B', 'B', 'Q', 'A', 'A')",1,769
186,"('L', 'L', 'C', 'L', 'B', 'B', 'L', 'M', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,770
187,"('A', 'B', 'B', 'B', 'C', 'A', 'A', 'A', 'S', 'S', 'O', 'E', '?')",1,771
188,"('A', 'A', 'C', 'A', 'B', 'B', 'B', 'A', 'M', 'B', 'K', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,772
189,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'O', 'A')",1,773
190,"('A', 'B', 'B', 'B', 'C', 'A', 'A', 'A', 'F', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'R', 'B', 'E')",1,774
191,"('A', 'C', 'A', 'B', 'B', 'A')",1,775
113,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'O', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,776
110,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'G', 'B', 'B', 'O', 'B', 'E')",1,777
108,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'O', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,778
29,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,779
32,"('A', 'B', 'B', 'B', 'C', 'A', 'A', 'A', 'O', 'E')",1,780
35,"('A', 'C', 'B', 'B', 'B', 'A', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,781
36,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'R', 'B', 'B', 'I', 'B', 'B', 'E')",1,782
40,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'M', 'B', 'B', 'B', 'E')",1,783
41,"('L', 'C', 'L', 'L', 'B', 'B', 'B', 'L', 'J', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,784
42,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'H', 'B', 'B', 'E')",1,785
43,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'G', 'V', 'B', 'E')",1,786
44,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'V', 'B', 'T', 'B', 'B', 'E', '?')",1,787
45,"('B', 'B', 'B', 'A', 'C', 'A', 'A', 'A')",1,788
46,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'M', 'B', 'B', 'E', '?')",1,789
47,"('B', 'B', 'A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'F', 'B', 'B', 'F', 'B', 'B', 'W', 'B', 'B', 'B', 'E')",1,790
48,"('A', 'C', 'A', 'B', 'B', 'J', 'B', 'B', 'R', 'E')",1,791
50,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'R', 'B', 'B', 'T', 'B', 'B', 'H', 'B', 'B', 'B', 'B', 'E')",1,792
51,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'B', 'B', 'R', 'O', 'B', 'B', 'E')",1,793
52,"('A', 'C', 'B', 'B', 'A', 'A', 'R', 'B', 'R', 'E')",1,794
53,"('A', 'A', 'C', 'A', 'B', 'B', 'B', 'A', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'N', 'B', 'B', 'B', 'E', '?')",1,795
54,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'F', 'B', 'B', 'B', 'E')",1,796
55,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'N', 'A', 'B', 'B', 'B', 'B', 'I', 'I', 'E', '?')",1,797
56,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'M', 'B', 'B', 'E', '?')",1,798
30,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'B', 'B', 'B', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,799
27,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'G', 'B', 'B')",1,800
106,"('A', 'C', 'A', 'B', 'B', 'B', 'B', 'A', 'A', 'B', 'B', 'B', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'J', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'R', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,801
26,"('A', 'C', 'A', 'B', 'V', 'E', '?')",1,802
3,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,803
5,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'S', 'P', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'F', 'B', 'B', 'B', 'B', 'E', '?')",1,804
6,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'R', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?', 'B', 'B', 'B')",1,805
7,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'F', 'B', 'B', 'P', 'B', 'B', 'B', 'F', 'E', '?')",1,806
8,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'F')",1,807
9,"('A', 'B', 'B', 'C', 'A', 'B', 'A', 'A', 'O', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,808
10,"('A', 'C', 'A', 'B', 'B', 'A', 'O', 'B', 'B', 'B', 'B', 'E', '?')",1,809
11,"('A', 'A', 'C', 'B', 'B')",1,810
12,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'Q', 'B', 'B', 'F', 'B', 'B', 'E')",1,811
13,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'I', 'B', 'B', 'E')",1,812
14,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'F', 'B', 'B', 'E')",1,813
16,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'I', 'B', 'I', 'B', 'B', 'B', 'B', 'E', '?')",1,814
17,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'Q', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,815
18,"('A', 'B', 'B', 'C', 'A')",1,816
19,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'F', 'B', 'B')",1,817
21,"('A', 'C', 'B', 'B', 'B', 'A', 'A', 'B', 'A', 'V', 'I', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,818
22,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'I', 'B', 'E')",1,819
24,"('A', 'C', 'A', 'B', 'B', 'F', 'B', 'B', 'E')",1,820
25,"('A', 'C', 'A', 'B', 'B', 'R', 'B', 'B', 'E')",1,821
57,"('A', 'C', 'A', 'B', 'B', 'B', 'B', 'A', 'A', 'G', 'B', 'B', 'S', 'B', 'B', 'B', 'B', 'E', '?')",1,822
58,"('A', 'C', 'A', 'B', 'B', 'A', 'G', 'G', 'F', 'B', 'E')",1,823
59,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'O', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,824
60,"('A', 'C', 'B', 'B', 'A', 'A', 'A', 'E', 'F')",1,825
85,"('A', 'C', 'A', 'B', 'B', 'A', 'A', 'G', 'N', 'E')",1,826
86,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'Q', 'E')",1,827
87,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'H', 'B', 'B', 'O', 'E')",1,828
88,"('B', 'B', 'A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'O', 'B', 'B', 'B', 'B', 'B', 'O', 'I', 'B', 'B', 'B', 'B', 'B', 'N', 'E')",1,829
89,"('A', 'C', 'A', 'B', 'B', 'F', 'B', 'E')",1,830
90,"('A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'O', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E')",1,831
91,"('A', 'C', 'A', 'B')",1,832
93,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'G', 'B', 'B', 'O', 'B', 'B', 'B', 'E')",1,833
94,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'G')",1,834
95,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'X', 'O', 'E')",1,835
96,"('A', 'C', 'A', 'B', 'B', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,836
97,"('L', 'B', 'B', 'C', 'L', 'L', 'M', 'E')",1,837
98,"('A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'G', 'D', 'B', 'B', 'B', 'B', 'E')",1,838
99,"('A', 'A', 'A', 'C', 'B', 'B', 'B', 'A', 'G', 'B', 'B', 'O', 'E')",1,839
100,"('A', 'C', 'A', 'B', 'B', 'B', 'A', 'A', 'N', 'B', 'B', 'B', 'B', 'B', 'B', 'E', '?')",1,840
102,"('A', 'C', 'A', 'B', 'B', 'B', 'S', 'B', 'B', 'E', '?')",1,841
